**** Joint id: 0x03

speed;id;iq;ud;uq;temp

-3.200001;-0.000585;-0.489558;-2.452997;-17.279184;44.329891;

3.200003;0.000241;0.462400;-0.616911;17.352369;44.475548;

-1.499991;-0.000051;-0.372253;-0.871356;-8.284952;44.123047;

1.500021;0.000014;0.356377;-0.012938;8.293448;44.232376;

-0.499993;-0.000103;-0.247406;-0.218586;-2.887489;43.626835;

0.500003;-0.000132;0.258063;0.063026;2.901869;44.028374;

-0.010014;0.000173;-0.149133;-0.005505;-0.220949;43.867813;

0.010009;-0.000208;0.149163;0.005546;0.223849;43.064064;
