**** Joint id: 0x00

speed;id;iq;ud;uq;temp

-3.199965;-0.041115;-2.060305;0.000000;0.000000;45.760555;

3.199982;-0.065306;2.041698;0.000000;0.000000;45.713570;

-1.500005;-0.024150;-1.535620;0.000000;0.000000;45.622734;

1.499981;-0.037230;1.474162;0.000000;0.000000;45.583393;

-0.499980;-0.000666;-0.939607;0.000000;0.000000;44.633499;

0.499998;-0.011903;0.937980;0.000000;0.000000;45.336060;

-0.009797;0.002021;-0.554112;0.000000;0.000000;45.399017;

0.009823;-0.002462;0.561797;0.000000;0.000000;44.177685;
