p[-3.5161064306842249039,-1.8063470325865687016,2.4417117277728479507,-2.1120840511717737797,-1.6050623098956506851,-0.40329200426210576325,-3.4063985983477991226,-1.6805950603880823735,2.4214938322650354507,-2.1484438381590784672,-1.5801642576800745132,-0.25076705614198857575] f[2.8124817809534352619,0.063709134875225822969,1.5117526560079821429,0.96427978752189491551,0.26772777230075717192,-0.38934885912314060041,-0.41244550260869961011,0.060173822691427659992,-0.048930164103148959809,0.036948450641332931943,0.034610567882108103643,-0.040985021210849514883]
p[-3.7118004004107874039,-1.8061677418150843266,2.5176394621478479507,-2.2425915203490198735,-1.6366751829730432632,-0.64720374742616826325,-3.2569797674762170914,-1.6810747585692347172,2.4822848478900354507,-2.1772123775877894047,-1.5119059721576135757,-0.066663090382711231996] f[-0.15611297103336330139,0.12787332837309889344,0.25063913679672467083,0.24875688149664090809,1.2449148992200760322,0.22163264317587019758,0.067703592263929510131,0.54512013288068728034,-0.00010237460910200676695,-0.026878274048355299541,-0.059478632852293322753,-0.064088790803165457399]
p[-3.8953178564654749039,-1.7045918903746546391,2.5072405974017542007,-2.3319269619383753422,-1.7306240240680139664,-0.76936370531191045075,-2.9875438849078577164,-1.682538648644918311,2.4823687712298792007,-2.2567531071104944829,-1.5365694204913538101,0.25353860855102539062] f[-0.31966338811795802499,0.18101682333340596287,0.087622397753166339496,0.015021776474245185362,0.010655392254057155163,0.06405639229542159363,-0.98969997147222776857,-0.29452379050519522652,0.69610489635725170121,0.21538342099323948275,-0.0078648691050163515442,0.0057463141545653342521]
p[-3.9125326315509241226,-1.505897836094238329,2.2863066832171838882,-2.2738291225829065922,-1.743306461964742482,-0.78405601183046513825,-2.8208769003497522476,-1.648793836633199561,2.2855265776263635757,-2.1343647442259729985,-1.5289223829852502945,0.40191555023193359375] f[-0.97374001786827035776,-0.84429387100111363829,0.17311174854546981794,-0.030910146934124905355,-0.11527027888035334957,0.49928443744964901008,-0.29508690251350916389,0.5180725811647818313,-0.38511806801628784003,0.04210474509059324022,-0.094180622888056855779,-0.041716974828542252585]
p[-3.9345567862140100601,-1.3745134633830566884,1.9706118742572229507,-2.146585126916402686,-1.7580216566668909195,-0.81899434724916631012,-2.6919668356524866226,-1.4705456060222168446,1.9357779661761682632,-1.9468752346434534672,-1.5043285528766077164,0.57587575912475585938] f[0.034894007078375310904,-0.25278443645536158302,-0.23945161249411370252,0.031871692398090990805,0.038358187121798920094,0.10639760155760458193,0.72720310426562995154,-3.8829870769239906991,-0.28083020330147517862,-0.44253634307134859238,-1.3898211544755305624,0.14589758224077523097]
p[-3.9348438421832483414,-1.3134496969035645009,1.7419455687152307632,-2.0083462200560511235,-1.7148016134845178726,-0.81904250780214482575,-2.6853664557086389664,-1.3176105779460449696,1.6496451536761682632,-1.7672268352904261235,-1.4811404387103479507,0.57010412216186523438] f[-0.36491512612388060655,0.016243351025342370186,-0.31520736322272052687,0.0081974369527220355969,-0.1434625043582911097,0.043304209224041552428,0.27026564095021177181,0.096213350610226525128,-0.17399988171305458273,0.021179700420677141648,0.033644283871046461176,-0.034605122923979853011]
p[-3.9591396490680139664,-1.2319839757731934071,1.7104266325580042007,-1.8215633831419886235,-1.5219376722918909195,-0.7182953993426721695,-2.6879661718951624039,-1.3126538556865234852,1.5590689818011682632,-1.6688543758788050297,-1.5983279387103479507,0.26071214675903320312] f[0.76494779145307656432,-1.340553095156034491,-0.46119046278820913232,-0.44519596383607074053,-0.19661202696288829217,-0.60398691842146223774,0.26829904193362480447,0.49988659419043679488,-0.10123264856828195768,0.018370770417792264134,0.07974312016501947098,0.11929105938758885475]
p[-3.8437698523150842789,-1.2013390821269531727,1.6588729063617151382,-1.6160117588438929204,-1.2789199987994592789,-0.50388175645937138825,-2.8034341971026819351,-1.3072527211955566884,1.4036124388324182632,-1.5686734479716797352,-1.7502310911761682632,-0.14309341112245732575] f[-0.557747759411418631,0.30922941630632855281,3.4673598936194687248,-0.84217620475191512508,-0.98887926090838307314,-0.10863832051679492285,-0.13695581536326456584,0.054129358130640160829,-0.19651538723937972408,-0.0016269618605571198235,0.022961134867674422994,0.054891332088251344745]
p[-3.6248119513141077164,-1.2015903753093262196,1.4717753569232385757,-1.6159397564330042485,-1.4011843840228479507,-0.472462956105367482,-3.0314176718341272476,-1.3083451551250000477,1.3452990690814417007,-1.4691561025432129384,-1.5688346068011682632,-0.13558274904359990387] f[-0.0088532754872431406595,0.17060624402123522603,-0.042670337798751047098,0.0072895718527418128241,-0.096453126004033107321,0.032495353846625066319,-0.16397188781819935222,0.10091524935423394627,-0.97038739680447638758,0.0414589277974248549,-0.25943422288764877992,-0.10599562748819590929]
p[-3.4750621954547327164,-1.2025125783732910634,1.4402983824359338882,-1.8526517353453577641,-1.5131791273700159195,-0.53419906297792607575,-3.1913517157184045914,-1.3193991941264648915,1.3262370268451135757,-1.2391794484904785634,-1.3836095968829553726,-0.079381291066304981996] f[0.054656686864923392788,-0.17391462231680465678,-0.062486345139512053382,-0.017951760474338409462,-0.0076995083218075700479,-0.038539886197605073559,0.62867835583991493742,0.47696884528721283925,3.534364716727751432,0.72877153152112306156,-1.5621854091715279278,-1.1237144434779882118]
p[-3.1497142950641077164,-1.2062238019755859852,1.4043677488910120132,-2.0510150394835413579,-1.7744701544391077164,-0.52950174013246709137,-3.5189788977252405289,-1.3492615979960937977,1.4058077971087854507,-1.054737405186035204,-1.2399233023272913101,-0.1165307203875940445] f[0.35871945970824098415,0.16299278310131129488,0.14360815824317943457,0.074544422471261778673,-0.014452752009253565929,0.093550764839172961818,0.7466995404120660984,1.6671768105708053564,-0.30624135093911658556,0.18564733614200296108,-0.72876795751645706556,0.060740392432920640997]
p[-2.9292381445514124039,-1.2056372922709961415,1.4986861387835901382,-2.1447407207884729985,-1.8896163145648401382,-0.52983695665468388825,-3.7876480261432092789,-1.4149902623942871571,1.6366274992572229507,-1.0750911992839355946,-1.2032325903521936539,-0.29445916811098271637] f[-0.014535192128962882638,-0.22539219964266937746,-0.020082448491506463273,0.1007333461576078032,0.025817727642076900713,0.057509761195024676483,0.49350204591995583403,-0.49211286954008348626,1.9310301695410172496,0.71551075111920214855,0.62783072262868688806,-0.11341575917825102993]
p[-2.8421810309039514664,-1.2056372922709961415,1.6620104948626917007,-2.2372161350645960454,-1.7951238791095178726,-0.40782338777651006012,-3.9573791662799280289,-1.4395721715739746571,1.7727416197406213882,-1.1449669164470215321,-1.3407524267779749039,-0.55028325716127568512] f[0.082088618379490205235,-0.14967504593365180132,-0.39034597025357975486,0.014210076094626244644,-0.0079836574166061383823,-0.10801325339946546422,1.3476582426364904777,3.0543774498451106147,-0.64426449083050474353,-0.21230810399936861366,0.73022842810991084317,-0.24047035759538412658]
