**** Joint id: 0x02

speed;id;iq;ud;uq;temp

-3.199984;-0.041023;-1.892478;0.000000;0.000000;45.808849;

3.199987;-0.051175;1.870015;0.000000;0.000000;45.764050;

-1.499986;-0.031184;-1.453361;0.000000;0.000000;45.678253;

1.500001;-0.031900;1.430020;0.000000;0.000000;45.623997;

-0.499991;-0.004891;-0.872771;0.000000;0.000000;44.773289;

0.499994;-0.009014;0.887338;0.000000;0.000000;45.410442;

-0.009794;0.000329;-0.500348;0.000000;0.000000;45.501030;

0.009829;-0.000362;0.517271;0.000000;0.000000;44.223045;
