**** Joint id: 0x02

speed;id;iq;ud;uq;temp

-3.199995;-0.000812;-1.860908;-3.841677;-23.594732;45.397289;

3.199998;-0.000386;1.837275;-1.803333;23.734295;45.418945;

-1.499993;0.000142;-1.360788;-1.229829;-11.232215;45.187397;

1.500008;0.000616;1.335599;-0.273945;11.259497;45.193470;

-0.499999;0.000041;-0.857509;-0.270101;-3.832514;44.295063;

0.500002;0.000298;0.873115;0.045601;3.835026;44.908897;

-0.010000;0.000382;-0.501669;-0.004298;-0.196997;44.922405;

0.009997;-0.000989;0.520930;0.004817;0.196785;43.593346;
