**** Joint id: 0x04

speed;id;iq;ud;uq;temp

-3.200004;-0.000271;-0.461640;-2.392550;-17.684515;43.573483;

3.199998;-0.000271;0.442677;-0.601232;17.759045;43.623814;

-1.500002;-0.000029;-0.325119;-0.827103;-8.443864;43.605053;

1.500002;0.000023;0.320727;0.008029;8.461225;43.584709;

-0.499989;-0.000173;-0.216040;-0.205871;-2.924541;43.554634;

0.499997;-0.000049;0.213460;0.071330;2.927778;43.707912;

-0.010005;-0.000319;-0.147552;-0.001286;-0.226382;42.102219;

0.010016;-0.000459;0.140215;0.004516;0.220814;42.017593;
