**** Joint id: 0x01

speed;id;iq;ud;uq;temp

-3.199967;-0.055244;-1.901972;0.000000;0.000000;46.032829;

3.199963;-0.047445;1.788864;0.000000;0.000000;45.990261;

-1.499974;-0.032982;-1.431657;0.000000;0.000000;45.823814;

1.499914;-0.023758;1.377581;0.000000;0.000000;45.801723;

-0.499994;-0.009329;-1.045944;0.000000;0.000000;44.643932;

0.499999;-0.004961;1.059205;0.000000;0.000000;45.456264;

-0.009828;-0.001166;-0.690223;0.000000;0.000000;45.360405;

0.009804;0.000891;0.658817;0.000000;0.000000;42.616455;
