**** Joint id: 0x01

speed;id;iq;ud;uq;temp

-3.200004;-0.000716;-1.883505;-4.093945;-23.577831;45.963913;

3.199986;-0.000033;1.768312;-1.726962;23.737970;45.992710;

-1.499953;0.000759;-1.380384;-1.304474;-11.231134;45.695335;

1.500044;0.000168;1.326847;-0.211178;11.259199;45.726330;

-0.500001;-0.000112;-1.036732;-0.304375;-3.848492;44.536030;

0.500002;-0.000385;1.049678;0.052450;3.855039;45.328358;

-0.010006;-0.000004;-0.690984;-0.004097;-0.208873;45.168312;

0.010001;-0.000484;0.659153;0.003422;0.206766;42.314281;
