**** Joint id: 0x05

speed;id;iq;ud;uq;temp

-3.199997;-0.001017;-0.516983;-2.823170;-17.800858;44.298634;

3.199999;-0.000104;0.514126;-0.372709;17.922440;44.393822;

-1.499996;-0.000088;-0.383334;-1.035148;-8.535730;44.180016;

1.500011;0.000128;0.378916;0.119431;8.561554;44.242470;

-0.499997;0.000094;-0.295664;-0.281946;-3.012114;43.686428;

0.500000;0.000186;0.290619;0.103441;3.013565;44.092945;

-0.010004;0.000098;-0.194403;-0.007432;-0.261122;43.554470;

0.010002;0.000502;0.193646;0.000894;0.259248;43.236000;
