**** Joint id: 0x05

speed;id;iq;ud;uq;temp

-3.199965;-0.008897;-0.514402;0.000000;0.000000;45.058468;

3.199968;-0.009668;0.512131;0.000000;0.000000;45.233570;

-1.499991;-0.005810;-0.390833;0.000000;0.000000;44.980591;

1.500000;-0.005157;0.385946;0.000000;0.000000;45.109695;

-0.500003;-0.000824;-0.294013;0.000000;0.000000;44.480110;

0.499954;-0.001532;0.289076;0.000000;0.000000;45.012726;

-0.009847;0.000354;-0.194098;0.000000;0.000000;44.490883;

0.009814;0.000254;0.193197;0.000000;0.000000;44.184513;
