-3.534472410744426973e-01,-4.758007300774830806e-01,7.670245069285783202e-02
-3.538917630466188458e-01,-4.751098186238527088e-01,7.685950758722479015e-02
-3.543223762892275808e-01,-4.745147772485868720e-01,7.702244863213300596e-02
-3.547366797239899783e-01,-4.740439905895414419e-01,7.719347532253371946e-02
-3.551348067614832349e-01,-4.737043899402650915e-01,7.737343684041050884e-02
-3.555184831989429695e-01,-4.734884333069620532e-01,7.756199703989360983e-02
-3.558903450331764029e-01,-4.733796453080049704e-01,7.775837097060983583e-02
-3.562535272001758901e-01,-4.733561501377788194e-01,7.796120191164362945e-02
-3.566113524040877558e-01,-4.733934604733606721e-01,7.816881811981385431e-02
-3.569671059455424289e-01,-4.734663695798338456e-01,7.837981684306283281e-02
-3.573238808410977296e-01,-4.735507939284914203e-01,7.859277049725299502e-02
-3.576844754108015612e-01,-4.736241436609602284e-01,7.880603369077041065e-02
-3.580513283279335157e-01,-4.736668671424529853e-01,7.901811289908841629e-02
-3.584264796230269834e-01,-4.736624652926503809e-01,7.922781781432715331e-02
-3.588115491686612035e-01,-4.735971457443874932e-01,7.943404878323445661e-02
-3.592077266093745003e-01,-4.734603023847280823e-01,7.963580007187413823e-02
-3.596157687314111007e-01,-4.732447108888351850e-01,7.983238623293059666e-02
-3.600360022141276817e-01,-4.729463337272878376e-01,8.002383756189307418e-02
-3.604683320324572060e-01,-4.725648902231447956e-01,8.021031564976943695e-02
-3.609122591813497816e-01,-4.721034653593441655e-01,8.039200271010361887e-02
-3.613669168938946075e-01,-4.715679449384567179e-01,8.056917138858241123e-02
-3.618278547567964631e-01,-4.709664972143330908e-01,8.074223746066497287e-02
-3.622915942753100471e-01,-4.703089542156174141e-01,8.091204662283155158e-02
-3.627550544662764276e-01,-4.696105583748851897e-01,8.107994440522309221e-02
-3.632133482887484610e-01,-4.689056197757122679e-01,8.124829067005574779e-02
-3.636598309086309655e-01,-4.682453312808220747e-01,8.142091631038977928e-02
-3.640874438450689143e-01,-4.676780027179660015e-01,8.160120395750139477e-02
-3.644919048204475764e-01,-4.672319366467153623e-01,8.179102765575065048e-02
-3.648720839556977569e-01,-4.669136601809156795e-01,8.199069491550317612e-02
-3.652289481159634588e-01,-4.667154831051259500e-01,8.219948150675329690e-02
-3.655645990172348703e-01,-4.666210960121549012e-01,8.241673369971420915e-02
-3.658818436091072490e-01,-4.666091686916334913e-01,8.264127104102692023e-02
-3.661838083627058094e-01,-4.666565063157243620e-01,8.287148422323989405e-02
-3.664738262855749551e-01,-4.667383041956958412e-01,8.310549295802180381e-02
-3.667553294389409024e-01,-4.668304984199311836e-01,8.334170220213310554e-02
-3.670309621165112057e-01,-4.669115628739557433e-01,8.357841953374264832e-02
-3.673033309551845815e-01,-4.669618785548297901e-01,8.381423781213628854e-02
-3.675750316437091381e-01,-4.669644247294537087e-01,8.404801015956556154e-02
-3.678483694449410368e-01,-4.669053902945258239e-01,8.427906233029330840e-02
-3.681250870871522474e-01,-4.667747185342833727e-01,8.450674022124889107e-02
-3.684065670522717051e-01,-4.665649051679155446e-01,8.473026283409236525e-02
-3.686931175143935424e-01,-4.662717005070391996e-01,8.494923091751724331e-02
-3.689848738509879378e-01,-4.658939747646040352e-01,8.516367647231598559e-02
-3.692813530766664853e-01,-4.654339897195824416e-01,8.537383997384406786e-02
-3.695822673070605080e-01,-4.648971192928672558e-01,8.558051837391014716e-02
-3.698867548577587927e-01,-4.642915884373363111e-01,8.578468162602134739e-02
-3.701939769722156215e-01,-4.636267879431634764e-01,8.598729113656522483e-02
-3.705023247306392098e-01,-4.629167660925977978e-01,8.618925346723954606e-02
-3.708084914593796633e-01,-4.621941274483662987e-01,8.639305169356487069e-02
-3.711077577539217409e-01,-4.615088808655060104e-01,8.660306433090085576e-02
-3.713960941810691141e-01,-4.609096368949586742e-01,8.682387594794796493e-02
-3.716720105904015581e-01,-4.604254911212959378e-01,8.705866543665687074e-02
