fx,fy,fz,tau_x,tau_y,tau_z,posx,posy,posz,rot1,rot2,rot3
-0.024545959047267474,-0.00817616268181342,0.06624308695183315,0.004217683684980187,-0.0026663494832137482,0.0011748840585769024,-0.2964264021014562,-0.5067123914872445,0.3678452470523216,0.8983129298290081,1.6613767529949965,-1.5462051336954596
0.023181478068279793,-0.023976807605832283,-0.0996269351430091,-0.0037931091970649,-0.006050638528845446,-0.0010720061350479153,-0.29644386253068666,-0.5067088133781443,0.3678469941885752,0.8983541766327169,1.6613486743000456,-1.5462251503191333
-0.21669376767702805,-0.008937638924822692,-0.14085983618549233,-0.00551762754519365,-0.0014255156589784406,0.0035003771393911443,-0.2964476249972473,-0.5066985474399485,0.36783140420278815,0.8983644889190662,1.6613642633042278,-1.5462103927657147
0.04921082720382228,-0.07594384328573212,-0.17932057892961417,-0.005735177303074314,-0.00804916940608925,-0.003629565613925112,-0.29644982450806073,-0.506705158011285,0.36783389833690294,0.8983761755379431,1.661364091553015,-1.5462177375692296
-0.26043086204669447,-0.003042381099035112,-0.16654009078171575,-0.008042476228011358,0.006304255408388553,0.009756056239068967,-0.2964353082427417,-0.5067134954165108,0.3678299499138887,0.8983780780490903,1.661377223684434,-1.546151424026254
0.010371158333631213,-0.08642275528455595,0.06577725223733662,-0.001310487447903689,-0.006047103883175075,-0.00042050578592648616,-0.2964580241150642,-0.5067051676982781,0.3678359223336103,0.8984307090368757,1.6613467508518314,-1.546179406762176
0.45111487587254967,-0.02854793355009688,0.02336063132788778,-0.0020082735779299054,-0.007653542813690767,-0.012025295900433452,-0.2964299766969106,-0.5067256079924003,0.36783911004021985,0.8983041659100095,1.6613852576854107,-1.5462145095038462
-0.021440663960439303,-0.0013477074069763156,-0.1773304780221711,-0.004839413558999358,-0.0016585805980653917,-0.001071440716535826,-0.29645089262413576,-0.5067069159350546,0.3678157359701287,0.8983960893652154,1.661399584454409,-1.5461883682005553
0.0892945642084887,0.043723369407537245,0.05958279040397221,0.0010641754339869925,-0.0017570333229056099,-0.0014663233315540076,-0.2964535374895463,-0.5066980249496777,0.3678339478538668,0.898388896727632,1.6613876727935137,-1.5462192051487738
0.21544874082408302,0.0327950265914113,-0.06449395283485672,-0.003296910379233802,-0.0013088171947980912,-0.0037572784865535515,-0.29643720570898846,-0.5067033001875311,0.36783961393018483,0.8983614296805408,1.6613599157786534,-1.5461941390045975
-0.038052205558680684,-0.08321723546393367,0.08563098388523255,-0.002529137372317603,-0.00435140401570245,-0.002428766171710247,-0.29643343036638525,-0.5067155314394516,0.3678104604276756,0.898377609410178,1.6614093103325545,-1.5461253863532385
-0.14689097401221712,-0.1159426574116575,-0.18331366316067274,-0.0029190464317998587,-0.0010889741351179788,0.003990539659598649,-0.2964449029190505,-0.5067105245774343,0.367841458284965,0.8983475496678053,1.6613830291857012,-1.546226178643315
0.02984420481946147,-0.010755405151082954,-0.016037288176043753,0.0019776848938981044,-0.004581533069097749,-0.00031996828089141935,-0.29644990631532264,-0.5066940291981895,0.36784692842150657,0.8983118895849789,1.6613740605845388,-1.5462683393945282
0.18378929905699817,-0.02076661149772245,-0.22672723259625396,-0.0018969838483955,-0.002376094439937608,-0.006453762617049044,-0.2964177822791653,-0.5067261400509184,0.36783685738762995,0.8982773703166916,1.6613881997541144,-1.5461630106186457
-0.12534535028438573,-0.08524681904300295,0.029847642733827135,0.0007061819746421711,-0.0004599746877825713,0.0032781471785017255,-0.29644647307433103,-0.5067129553829189,0.36783300751133846,0.8983643913112421,1.6613663957944838,-1.546210246599395
-0.24998047677889274,-0.06915123314481829,-0.07854499428416031,-0.004297321045242122,0.001843325928229942,0.0047519405760461115,-0.2964534024297226,-0.5066926307623134,0.3678389283282988,0.898442651693844,1.6613453307329478,-1.546187325145325
0.33738992094450937,-0.05753318979058046,-0.08380569066699402,-0.005441896038735713,-0.005726376347677264,-0.0073667213699801755,-0.2964602950820693,-0.5066902634902792,0.36784776309825423,0.898373837109051,1.6613507508435772,-1.5462852720381184
0.41297074426415353,-0.026632551607440186,-0.10857091973957833,-0.0031890838109214924,-0.005116139424786618,-0.011627973822666211,-0.2964504231624145,-0.5067061350634113,0.3678442262427383,0.8983748495384779,1.6613510412974397,-1.546221681219317
-0.04614378066794275,-0.12809580516140762,-0.12377528969186041,-0.004338919521386701,-0.0014943535848695867,-1.6323715618918845e-05,-0.29643851254536646,-0.5067003336524253,0.3678361492353471,0.8983730389885768,1.6613584205714567,-1.5462017690366658
0.12148403464348292,-0.1581488626051318,-0.01252077404414239,-0.0004216608553383146,-0.001817888169409493,-0.0049280146617844845,-0.2964499029493769,-0.5067052794559225,0.3678469941885752,0.8983739813884004,1.661337964965684,-1.5462251503191327
-0.12781280517359084,0.0006575550654178124,-0.24331137686184334,-0.007203519687571806,-0.004912826893773221,-0.0009555805578533416,-0.29645498315716473,-0.5066922169755745,0.3678279754777014,0.8984322111341366,1.661358901092838,-1.5461752892928897
0.06932740974126317,0.019263100885685516,-0.24405363018675738,-0.008894861651545278,0.0004023267080862394,-0.003043722168251062,-0.2964643280042841,-0.5067070309420917,0.36783093629846125,0.8984055702336806,1.6613701170449382,-1.546203644488773
-0.03608697909873829,0.024239104257800022,0.03524124209823175,0.0004330928411759599,-0.0011343621743730417,-0.0014441840682164336,-0.2964272150972563,-0.5067136540318878,0.3678283954093759,0.8983395290082785,1.6613777771020928,-1.5461747376997135
0.16542698093585742,0.13016264151654125,0.09412916221036516,0.0019426054070225199,-0.007398257796736969,-0.004112829638027261,-0.29643343036638525,-0.5067155314394516,0.3678104604276756,0.8983943354195904,1.6613929058831534,-1.5461094533113247
-0.2736841925658437,-0.0736914645158864,-0.06873555723215533,-0.0010994874224552246,0.00038802744111106227,0.00744229090088073,-0.2964465845647216,-0.5066968362574273,0.3678369400218988,0.8983543901176938,1.6613463134266795,-1.546225297861991
-0.03516758353243382,0.00809079186386291,0.06353024270029084,0.000620525863591201,-0.002085217256925151,-0.002486461551273684,-0.2964300256685153,-0.5067049670243801,0.3678321648450828,0.898366801637693,1.6613457976675539,-1.5461702217987694
-0.03378418879771902,-0.029195880426119383,-0.010251553654564793,-0.002125800653889063,-0.0012232342125015826,0.0020312803267336955,-0.29642207187010605,-0.5067173537680042,0.3678297049130626,0.8982970488595846,1.6614094785032962,-1.5461355984343397
0.06115142136775662,0.09192886982355937,-0.1941781676893556,-0.006433417477645513,-0.0033278818555681484,-0.0012815102556511843,-0.2964397882648603,-0.5067073950071901,0.36783825379759993,0.8983451030125038,1.6613764988651176,-1.5462096318763778
0.28903560803013517,0.05005701666856136,0.018680990035372137,-0.0011020961218434129,-0.007583968594490852,-0.00622842585807833,-0.29645194742025915,-0.5067004485536787,0.3678513496322085,0.8983657935941062,1.6613453584514413,-1.5462329781103121
-0.0468606703517868,0.015457774041230929,-0.0963001860613525,-0.004884714002254651,0.0019207663161185632,-0.0007082794695929687,-0.29643478003328766,-0.5067044340195674,0.36783551878026804,0.8983251898459554,1.6613859909717341,-1.5462099346813403
0.03311980027654752,0.06533338099859512,0.09780035106354083,-0.00011578210842906348,-0.0011481625015190436,0.0003264724994948103,-0.2964560317177303,-0.50669882952725,0.3678187643547067,0.8984207759208205,1.661360052740179,-1.5461676612566702
-0.09169533638764019,0.004379351638499676,-0.02726038207298529,0.0014620051601820726,-0.0004622186814793878,0.001789908971181026,-0.2964247071593212,-0.5067032552398695,0.3678514086751178,0.8982976830454528,1.6613434618374519,-1.5461883993902488
-0.350929737626593,-0.04015023375240869,-0.3278942376247786,-0.00732916036149009,0.000976480118507999,0.005127589040765957,-0.2964349550091611,-0.5067098452980985,0.36781758396124603,0.8983769170739929,1.6613954245424838,-1.5461287168074673
0.48234408662383993,-0.03271235557647956,-0.01278657397088914,-0.000292540406945168,-0.006677130565912884,-0.014574409177496958,-0.29642314327504127,-0.5067090371286194,0.36781859975756054,0.8983717816909247,1.6613832502044048,-1.5460965604373245
0.31626927833444074,-0.09092174238935938,0.10445198001790838,0.0038418318975975427,-0.005205583407858033,-0.008042846529530521,-0.29644290101437126,-0.506704322253384,0.36782444699690214,0.8983986431056982,1.6613783726884013,-1.5461482573077205
0.1056423679243648,-0.004454721589593107,0.07751702714934805,0.000279323736829585,-0.005009374545211585,-0.0045640300922033935,-0.2964451547097854,-0.5066865267102773,0.36784641133081575,0.8983548487802516,1.6613458220721997,-1.5462246825624777
0.06017461649381636,-0.01725187362538755,-0.131606419702226,-0.00679411430924526,-0.0033888729560174655,-0.0003085790804496125,-0.29643391801720587,-0.5066980595721906,0.36783017688789055,0.8983630974434488,1.6613731687498083,-1.5461897196574286
-0.042800391158888895,-0.11103109883911508,0.23714398124601954,0.00627849394358565,0.0010049902561474757,0.0012148346946765,-0.29643503527665604,-0.5067049297074541,0.36783420818955587,0.8983519558653036,1.661387651339062,-1.546179095373146
0.33021142243455515,-0.0500490781132444,0.10086571463688279,0.0015988473874707992,-0.002742857495327636,-0.009007880580330007,-0.2964435175749841,-0.5067133695574084,0.3678318271221874,0.8983632222235546,1.6613860440182833,-1.5461872355897197
0.23235140774042182,-0.16447968424362797,-0.09110257078162143,-0.0005341182392243138,-0.0068369469927608475,-0.004727929994506717,-0.29642546887158394,-0.5067176735917062,0.36781502152732193,0.8983009436800391,1.6614293605325892,-1.5461480455545114
0.16956668073565853,0.08634939804549267,0.13778056504445005,0.002626446369052789,-0.0047543353859997965,-0.0054904334200956105,-0.29644894863632726,-0.5067117031185844,0.36782400165998014,0.8984032729205648,1.6613663832080403,-1.546187362239155
0.020743272067939172,0.15332109796509447,-0.06904285402845159,-0.0008448566959187853,0.0004192779672040754,-0.0030151212557821797,-0.29642895407380093,-0.5067132835974844,0.36784326978179926,0.8982750091331209,1.6613887581494169,-1.546225512107407
0.015412595062873131,0.04527754543194451,-0.026101726505712727,-7.130662543214482e-05,-0.0032581933252305434,-0.001741777117350661,-0.2964466122105008,-0.5067101139544388,0.3678304998361471,0.8983459197545078,1.6613883339425202,-1.5462065004988577
-0.027858433086963036,-0.06822800214345032,-0.22880627892429817,-0.006914348504888284,-0.004958148033367118,0.0025757306636848883,-0.2964545595785438,-0.5066995530729906,0.3678408916300241,0.898395054279557,1.6613404201215438,-1.5462212061612726
-0.4504078709540462,-0.055322261060299194,-0.39877421614161584,-0.010204237319265088,0.0006390752147441977,0.00935198341651465,-0.29645395348521875,-0.506692209501701,0.3678287806556899,0.8983750030216636,1.6613674212592813,-1.5461985467722315
-0.13022719079602196,-0.006044663633103091,-0.29947368611228825,-0.0067470780915879274,-0.005737367696049496,0.0013748774715332322,-0.29642639658565595,-0.5067009875847925,0.3678469922474889,0.8983022356486265,1.6613762474124572,-1.546197516631385
-0.2386893158663744,-0.07129920780010074,-0.04550274621454463,-0.00016985160988954067,0.0011976362804268542,0.005717997883767972,-0.29645776887501984,-0.506704672041607,0.3678372329067756,0.8984206680703476,1.6613286862801409,-1.5461943125624193
-0.07531978681788164,0.0688614895876494,0.008753252754486626,-0.0007506893528397081,-0.0013058787251740975,0.0006510245196309302,-0.29644866742920356,-0.5066982356670011,0.36783193511242235,0.8984070473766204,1.661385407872899,-1.5461997894022217
0.12353531032570066,0.010105193038122122,0.08212420537048586,0.0020601116170919217,-0.0058171928159057055,-0.0055003765944115586,-0.29642888028271847,-0.506700088935776,0.3678365396201966,0.8983310481510164,1.6613713732384798,-1.546185420476568
-0.04914460734173822,-0.07650064079581904,-0.10821135623826351,-0.003484811707004309,-0.0036218028290355576,0.002052880262025535,-0.29643152641768317,-0.5067124832437969,0.36780712598709703,0.898386372387593,1.6614011965132505,-1.5461169447755254
-0.3466852268951868,-0.11533125689604763,-0.03238059575101001,-0.0024553121379168184,0.0003225842933158961,0.00771378628050577,-0.29644917845947216,-0.5067011012388919,0.36783561599722914,0.8983743716638154,1.6613697398585798,-1.546198057506164
0.15252745361451875,0.08572205102951476,0.12325162279611124,0.0029471010385124625,-0.0024378191606043024,-0.0040835881963014525,-0.29644438115280636,-0.5067147065025961,0.36784069764557753,0.8983610866876436,1.661359803280128,-1.5461946492356717
0.010530577576564393,-0.06697998556577561,0.1085089064168633,0.0065455651844044905,-0.002323944972656491,1.6683492218163393e-06,-0.2964307561442654,-0.5067030897083876,0.36785250045155915,0.8983041068663798,1.661370146694518,-1.5462162922264482
0.3474075891313043,0.018009424093814917,0.10841822966523999,0.002696679653366871,-0.005764870171762862,-0.010862113546559483,-0.2964464272731864,-0.5067048381088937,0.36784858170725543,0.8983803073366745,1.6613363351345227,-1.5461976419913155
0.1583429223812275,-0.04406132874270629,0.21707943593838513,0.0029981012577023074,-0.00545470296624972,-0.0057498079126904154,-0.29643017343429423,-0.5067102339649261,0.3678673434411364,0.8982753821153856,1.6613562703939615,-1.546251687909884
-0.16483670803741024,-0.09545342497754153,-0.00402457884087966,-0.00045931797496477384,-0.006365237372659636,0.0052601712173574655,-0.29645828906342936,-0.5067055275868398,0.3678344649370671,0.8983797231016932,1.6613827747027692,-1.546230676456187
0.08785163462120447,-0.06108297771012825,-0.08874531670858514,-0.005487579119824236,-0.008045167638356974,-0.0021058092579819094,-0.2964436582523934,-0.5067054906772428,0.3678328480568769,0.8983637971232815,1.661385323047888,-1.5461866214625104
-0.14907037504587914,0.015543154857034166,-0.016210695886359667,-0.0026036123370387068,-0.0057009815875521674,0.003877093468370265,-0.29643492742881394,-0.506714538645133,0.3678668051676452,0.8983158970111672,1.6613208237087365,-1.5461925328985666
-0.008213037860184335,0.04583967059183856,-0.0021221648660778923,-0.0018137733460801908,-0.0014538883184896877,-0.003276209097638937,-0.29645219151570323,-0.506700774145336,0.367850002900821,0.8983478890131934,1.6613483771783721,-1.5462528388143104
